timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2023-01-03 10:20:00-05:00,TREND,121.84,122.99,121.62,122.31,5509,37,122.31
2023-01-03 10:21:00-05:00,TREND,122.68,122.68,121.04,121.4,1786,15,121.7
2023-01-03 10:22:00-05:00,TREND,121.13,121.13,119.01,119.81,3782,71,119.98
2023-01-03 10:23:00-05:00,TREND,119.84,122.67,119.84,121.32,1072,8,121.28
2023-01-03 10:24:00-05:00,TREND,121.17,124.81,121.17,123.88,3250,22,123.29
2023-01-03 10:25:00-05:00,TREND,123.5,127.71,123.5,126.25,4167,29,125.82
2023-01-03 10:26:00-05:00,TREND,126.71,126.71,122.87,124.18,2824,15,124.59
2023-01-03 10:27:00-05:00,TREND,124.64,124.64,122.55,123.46,3362,19,123.55
2023-01-03 10:28:00-05:00,TREND,123.46,124.4,123.46,124.32,1936,19,124.05
2023-01-03 10:29:00-05:00,TREND,123.67,126.89,123.67,126.8,1674,10,125.79
2023-01-03 10:30:00-05:00,TREND,126.72,126.72,124.98,125.62,6891,42,125.77
2023-01-03 10:31:00-05:00,TREND,125.66,126.16,124.24,125.2,2115,15,125.2
2023-01-03 10:32:00-05:00,TREND,124.77,124.77,121.98,122.5,4193,48,123.08
2023-01-03 10:33:00-05:00,TREND,122.73,122.73,119.12,119.63,4544,44,120.5
2023-01-03 10:34:00-05:00,TREND,119.94,123.22,119.94,121.63,915,15,121.6
2023-01-03 10:35:00-05:00,TREND,121.54,127.49,121.54,125.01,1194,7,124.67
2023-01-03 10:36:00-05:00,TREND,125.38,126.09,123.65,124.86,3182,17,124.86
2023-01-03 10:37:00-05:00,TREND,125.06,129.06,125.06,127.43,1018,11,127.19
2023-01-03 10:38:00-05:00,TREND,127.37,129.83,126.98,128.4,4469,45,128.4
2023-01-03 10:39:00-05:00,TREND,128.68,128.68,126.59,126.79,1385,25,127.35
2023-01-03 10:40:00-05:00,TREND,126.84,128.38,126.84,127.75,3354,47,127.66
2023-01-03 10:41:00-05:00,TREND,127.82,133.05,127.82,131.78,4923,46,130.88
2023-01-03 10:42:00-05:00,TREND,131.63,133.16,130.28,131.73,1172,6,131.73
2023-01-03 10:43:00-05:00,TREND,132.07,136.48,132.07,135.94,1456,14,134.84
2023-01-03 10:44:00-05:00,TREND,135.96,135.96,127.53,129.04,3173,19,130.85
2023-01-03 10:45:00-05:00,TREND,128.75,132.27,128.75,131.23,2936,57,130.75
2023-01-03 10:46:00-05:00,TREND,131.75,131.75,131.46,131.49,2184,18,131.56
2023-01-03 10:47:00-05:00,TREND,132.13,133.34,128.14,130.74,3902,33,130.74
2023-01-03 10:48:00-05:00,TREND,130.85,131.41,130.64,131.03,1783,27,131.03
2023-01-03 10:49:00-05:00,TREND,131.16,131.16,125.56,125.96,1223,21,127.55
2023-01-03 10:50:00-05:00,TREND,125.97,126.91,123.96,125.44,4423,58,125.44
2023-01-03 10:51:00-05:00,TREND,125.33,127.73,125.02,126.38,5168,87,126.38
2023-01-03 10:52:00-05:00,TREND,126.46,131.16,126.46,130.21,3598,22,129.27
2023-01-03 10:53:00-05:00,TREND,130.37,130.37,128.81,128.9,4496,34,129.35
2023-01-03 10:54:00-05:00,TREND,129.0,129.0,126.42,126.87,3655,30,127.43
2023-01-03 10:55:00-05:00,TREND,126.83,126.86,124.41,125.63,3869,46,125.63
2023-01-03 10:56:00-05:00,TREND,125.88,128.37,125.88,128.0,5990,113,127.41
2023-01-03 10:57:00-05:00,TREND,128.27,129.5,128.25,128.88,4874,24,128.88
2023-01-03 10:58:00-05:00,TREND,128.77,130.11,125.02,127.56,1692,16,127.56
2023-01-03 10:59:00-05:00,TREND,127.46,129.09,127.46,128.91,3120,34,128.48
2023-01-03 11:00:00-05:00,TREND,128.61,129.41,128.61,129.2,722,4,129.07
2023-01-03 11:01:00-05:00,TREND,129.49,133.29,129.49,131.76,4220,44,131.51
2023-01-03 11:02:00-05:00,TREND,131.58,133.07,126.86,129.97,4341,67,129.97
2023-01-03 11:03:00-05:00,TREND,129.95,131.07,127.24,129.16,2521,20,129.16
2023-01-03 11:04:00-05:00,TREND,128.8,128.8,127.73,128.19,2231,13,128.24
2023-01-03 11:05:00-05:00,TREND,128.46,128.46,123.29,124.52,7166,102,125.43
2023-01-03 11:06:00-05:00,TREND,124.63,126.2,124.4,125.3,1915,36,125.3
2023-01-03 11:07:00-05:00,TREND,125.21,128.29,123.7,125.99,1112,7,125.99
2023-01-03 11:08:00-05:00,TREND,125.81,127.16,124.92,126.04,1736,13,126.04
2023-01-03 11:09:00-05:00,TREND,125.91,126.19,124.79,125.49,1390,19,125.49
2023-01-03 11:10:00-05:00,TREND,125.76,125.76,120.9,122.02,1010,5,122.9
2023-01-03 11:11:00-05:00,TREND,122.33,122.33,119.91,121.03,6203,42,121.09
2023-01-03 11:12:00-05:00,TREND,120.76,123.25,117.24,120.24,673,8,120.24
2023-01-03 11:13:00-05:00,TREND,120.2,120.8,115.92,118.36,1155,6,118.36
2023-01-03 11:14:00-05:00,TREND,118.47,118.66,117.37,118.02,8052,100,118.02
2023-01-03 11:15:00-05:00,TREND,117.67,119.07,117.67,119.0,1808,9,118.58
2023-01-03 11:16:00-05:00,TREND,119.14,123.81,119.14,123.62,2568,21,122.19
2023-01-03 11:17:00-05:00,TREND,123.58,124.84,123.34,124.09,3140,22,124.09
2023-01-03 11:18:00-05:00,TREND,124.52,125.8,123.73,124.77,2311,32,124.77
2023-01-03 11:19:00-05:00,TREND,124.99,125.38,123.85,124.62,3060,27,124.62
2023-01-03 11:20:00-05:00,TREND,124.38,124.38,119.69,119.96,3886,41,121.35
2023-01-03 11:21:00-05:00,TREND,120.1,120.53,119.33,119.92,1628,31,119.92
2023-01-03 11:22:00-05:00,TREND,119.39,123.27,116.95,120.1,4595,38,120.1
2023-01-03 11:23:00-05:00,TREND,120.23,127.34,120.23,126.21,5383,37,124.6
2023-01-03 11:24:00-05:00,TREND,126.09,127.4,124.12,125.76,1375,15,125.76
2023-01-03 11:25:00-05:00,TREND,125.69,128.04,125.08,126.56,5352,37,126.56
2023-01-03 11:26:00-05:00,TREND,126.77,127.55,125.47,126.5,1223,7,126.5
2023-01-03 11:27:00-05:00,TREND,126.23,126.23,123.33,123.62,2877,17,124.4
2023-01-03 11:28:00-05:00,TREND,123.23,127.74,123.23,126.52,729,5,125.83
2023-01-03 11:29:00-05:00,TREND,126.4,128.82,126.4,128.47,2334,15,127.9
2023-01-03 11:30:00-05:00,TREND,128.7,131.01,128.7,130.56,1981,19,130.09
2023-01-03 11:31:00-05:00,TREND,130.69,130.69,126.7,128.24,2610,44,128.54
2023-01-03 11:32:00-05:00,TREND,128.1,135.22,128.1,131.93,1695,17,131.75
2023-01-03 11:33:00-05:00,TREND,131.9,131.9,127.5,128.32,475,3,129.24
2023-01-03 11:34:00-05:00,TREND,128.1,130.3,128.1,129.87,3326,61,129.42
2023-01-03 11:35:00-05:00,TREND,129.69,136.2,129.69,135.73,2277,19,133.87
2023-01-03 11:36:00-05:00,TREND,136.03,136.03,132.61,133.1,3153,28,133.92
2023-01-03 11:37:00-05:00,TREND,133.06,133.19,130.09,131.64,2285,20,131.64
2023-01-03 11:38:00-05:00,TREND,131.37,134.61,129.28,131.94,1525,11,131.94
2023-01-03 11:39:00-05:00,TREND,132.29,132.29,130.38,130.66,3985,27,131.12
2023-01-03 11:40:00-05:00,TREND,130.82,130.82,125.66,126.71,6756,79,127.72
2023-01-03 11:41:00-05:00,TREND,126.62,127.54,126.3,126.92,2273,16,126.92
2023-01-03 11:42:00-05:00,TREND,127.28,127.28,123.58,124.28,3555,29,125.04
2023-01-03 11:43:00-05:00,TREND,124.44,125.58,124.44,125.51,3852,21,125.17
2023-01-03 11:44:00-05:00,TREND,125.61,125.61,120.98,123.25,4701,61,123.28
2023-01-03 11:45:00-05:00,TREND,123.56,128.56,123.56,127.17,2719,15,126.43
2023-01-03 11:46:00-05:00,TREND,127.29,127.29,124.65,125.23,6090,59,125.72
2023-01-03 11:47:00-05:00,TREND,125.5,125.5,123.58,124.46,5472,27,124.52
2023-01-03 11:48:00-05:00,TREND,124.38,127.83,124.38,126.54,4446,24,126.25
2023-01-03 11:49:00-05:00,TREND,126.41,126.41,122.71,123.49,3251,34,124.21
2023-01-03 11:50:00-05:00,TREND,123.63,124.9,123.28,124.09,2966,45,124.09
2023-01-03 11:51:00-05:00,TREND,124.34,128.46,124.34,127.42,4883,81,126.74
2023-01-03 11:52:00-05:00,TREND,127.45,127.45,122.33,123.42,3599,39,124.4
2023-01-03 11:53:00-05:00,TREND,123.77,124.12,123.72,123.92,5500,36,123.92
2023-01-03 11:54:00-05:00,TREND,123.62,124.96,123.62,124.6,1483,8,124.39
2023-01-03 11:55:00-05:00,TREND,124.73,126.79,124.73,126.6,3127,39,126.03
2023-01-03 11:56:00-05:00,TREND,126.59,126.59,123.47,123.53,1889,16,124.54
2023-01-03 11:57:00-05:00,TREND,123.7,123.7,118.98,120.35,2401,12,121.01
2023-01-03 11:58:00-05:00,TREND,120.86,121.77,120.86,121.65,3858,41,121.42
2023-01-03 11:59:00-05:00,TREND,121.87,124.11,120.72,122.41,1679,13,122.41
2023-01-03 12:00:00-05:00,TREND,121.99,124.58,121.53,123.06,2622,13,123.06
2023-01-03 12:01:00-05:00,TREND,123.29,125.3,122.6,123.95,2190,12,123.95
2023-01-03 12:02:00-05:00,TREND,123.93,123.93,121.42,122.31,1400,17,122.55
2023-01-03 12:03:00-05:00,TREND,121.88,125.04,120.8,122.91,2123,26,122.91
2023-01-03 12:04:00-05:00,TREND,123.04,123.88,123.04,123.67,2265,15,123.54
2023-01-03 12:05:00-05:00,TREND,123.86,123.86,121.5,121.96,2909,15,122.44
2023-01-03 12:06:00-05:00,TREND,122.25,127.69,122.25,126.63,2721,19,125.52
2023-01-03 12:07:00-05:00,TREND,126.2,128.37,126.2,127.87,5285,76,127.48
2023-01-03 12:08:00-05:00,TREND,127.73,127.73,124.7,124.89,3387,23,125.77
2023-01-03 12:09:00-05:00,TREND,124.94,128.43,124.75,126.58,4543,39,126.58
2023-01-03 12:10:00-05:00,TREND,126.55,126.55,124.01,124.18,3138,39,124.91
2023-01-03 12:11:00-05:00,TREND,124.01,126.44,124.01,126.18,980,5,125.54
2023-01-03 12:12:00-05:00,TREND,126.32,131.53,126.32,129.18,749,7,129.01
2023-01-03 12:13:00-05:00,TREND,129.41,129.41,127.11,127.11,2064,16,127.88
2023-01-03 12:14:00-05:00,TREND,126.95,129.66,126.95,129.62,3501,44,128.75
2023-01-03 12:15:00-05:00,TREND,129.5,130.99,129.5,130.74,5979,64,130.41
2023-01-03 12:16:00-05:00,TREND,131.0,133.42,131.0,132.94,3485,58,132.45
2023-01-03 12:17:00-05:00,TREND,133.47,139.73,133.47,138.12,1452,15,137.1
2023-01-03 12:18:00-05:00,TREND,138.06,138.06,137.37,137.48,5386,30,137.63
2023-01-03 12:19:00-05:00,TREND,136.96,136.96,135.37,135.47,2338,18,135.93
2023-01-03 12:20:00-05:00,TREND,135.35,135.35,131.46,133.11,4244,47,133.31
2023-01-03 12:21:00-05:00,TREND,133.68,133.68,129.72,130.99,3856,47,131.47
2023-01-03 12:22:00-05:00,TREND,131.47,131.47,130.82,130.83,1198,18,131.04
2023-01-03 12:23:00-05:00,TREND,131.19,132.23,131.19,131.76,1158,6,131.73
2023-01-03 12:24:00-05:00,TREND,131.72,135.16,129.9,132.54,4870,78,132.54
2023-01-03 12:25:00-05:00,TREND,132.45,134.84,132.45,134.78,1635,20,134.03
2023-01-03 12:26:00-05:00,TREND,134.88,134.94,134.78,134.85,4605,25,134.85
2023-01-03 12:27:00-05:00,TREND,134.79,141.3,134.79,138.87,3647,55,138.32
2023-01-03 12:28:00-05:00,TREND,138.46,140.21,136.15,138.17,2903,14,138.17
2023-01-03 12:29:00-05:00,TREND,137.39,147.52,137.39,145.95,3239,21,143.62
2023-01-03 12:30:00-05:00,TREND,146.06,151.01,144.64,147.82,2491,13,147.82
2023-01-03 12:31:00-05:00,TREND,148.07,148.07,144.34,145.36,1455,14,145.93
2023-01-03 12:32:00-05:00,TREND,145.3,145.3,142.17,142.32,4405,37,143.26
2023-01-03 12:33:00-05:00,TREND,141.95,145.65,141.82,143.74,2775,14,143.74
2023-01-03 12:34:00-05:00,TREND,143.73,144.65,141.63,143.14,504,3,143.14
2023-01-03 12:35:00-05:00,TREND,142.9,145.27,142.9,145.24,3338,31,144.47
2023-01-03 12:36:00-05:00,TREND,145.08,147.69,145.08,146.66,1564,8,146.47
2023-01-03 12:37:00-05:00,TREND,146.55,148.6,144.37,146.48,987,8,146.48
2023-01-03 12:38:00-05:00,TREND,146.22,146.22,143.68,144.07,1328,16,144.65
2023-01-03 12:39:00-05:00,TREND,144.19,144.19,139.4,139.81,3066,31,141.13
2023-01-03 12:40:00-05:00,TREND,139.88,139.88,137.51,138.6,3356,17,138.67
2023-01-03 12:41:00-05:00,TREND,138.47,142.85,138.47,141.03,1793,19,140.79
2023-01-03 12:42:00-05:00,TREND,141.35,143.29,140.07,141.69,3644,21,141.69
2023-01-03 12:43:00-05:00,TREND,141.87,141.87,137.56,138.24,4960,42,139.22
2023-01-03 12:44:00-05:00,TREND,138.3,138.81,138.3,138.75,1592,11,138.62
2023-01-03 12:45:00-05:00,TREND,138.47,140.05,138.47,139.87,1332,8,139.46
2023-01-03 12:46:00-05:00,TREND,140.11,140.11,135.35,137.45,1932,12,137.64
2023-01-03 12:47:00-05:00,TREND,138.07,140.72,135.12,137.92,5020,67,137.92
2023-01-03 12:48:00-05:00,TREND,138.4,139.52,136.72,138.11,1461,12,138.11
2023-01-03 12:49:00-05:00,TREND,138.29,138.29,133.62,135.04,1161,10,135.65
2023-01-03 12:50:00-05:00,TREND,135.08,137.82,134.26,136.04,3860,54,136.04
2023-01-03 12:51:00-05:00,TREND,135.84,138.02,135.84,137.62,247,3,137.16
2023-01-03 12:52:00-05:00,TREND,137.61,140.85,137.61,140.67,3722,42,139.71
2023-01-03 12:53:00-05:00,TREND,140.73,143.89,140.73,143.71,4741,26,142.78
2023-01-03 12:54:00-05:00,TREND,143.88,143.88,138.92,139.84,4172,65,140.87
2023-01-03 12:55:00-05:00,TREND,139.52,139.52,136.37,137.28,1616,16,137.73
2023-01-03 12:56:00-05:00,TREND,136.96,139.8,136.96,138.75,656,6,138.5
2023-01-03 12:57:00-05:00,TREND,138.29,140.79,138.29,140.22,4608,73,139.76
2023-01-03 12:58:00-05:00,TREND,140.03,142.84,140.03,141.7,5076,26,141.52
2023-01-03 12:59:00-05:00,TREND,141.63,156.49,141.63,153.1,983,14,150.4
2023-01-03 13:00:00-05:00,TREND,152.97,156.11,152.97,154.9,4681,57,154.66
2023-01-03 13:01:00-05:00,TREND,155.31,159.04,155.31,158.51,2004,29,157.62
2023-01-03 13:02:00-05:00,TREND,158.78,162.02,158.78,161.6,1298,15,160.81
2023-01-03 13:03:00-05:00,TREND,161.55,164.97,161.55,163.77,1999,10,163.43
2023-01-03 13:04:00-05:00,TREND,163.77,163.77,162.41,162.79,2766,17,162.98
2023-01-03 13:05:00-05:00,TREND,162.78,165.41,162.78,165.33,1738,20,164.51
2023-01-03 13:06:00-05:00,TREND,165.53,165.53,162.46,162.83,3219,48,163.61
2023-01-03 13:07:00-05:00,TREND,162.44,162.44,162.09,162.11,1795,12,162.21
2023-01-03 13:08:00-05:00,TREND,161.77,161.77,159.54,160.59,3664,24,160.63
2023-01-03 13:09:00-05:00,TREND,160.01,162.11,159.68,160.9,2326,31,160.9
2023-01-03 13:10:00-05:00,TREND,161.12,169.9,161.12,168.57,6162,64,166.53
2023-01-03 13:11:00-05:00,TREND,169.04,169.04,161.98,162.43,4349,59,164.49
2023-01-03 13:12:00-05:00,TREND,162.7,166.91,162.54,164.73,1258,7,164.73
2023-01-03 13:13:00-05:00,TREND,164.43,164.43,158.07,159.54,2978,19,160.68
2023-01-03 13:14:00-05:00,TREND,159.13,159.13,158.0,158.08,4064,27,158.4
2023-01-03 13:15:00-05:00,TREND,158.01,163.39,158.01,161.61,1453,10,161.0
2023-01-03 13:16:00-05:00,TREND,161.73,164.28,159.45,161.87,1388,9,161.87
2023-01-03 13:17:00-05:00,TREND,161.84,161.84,158.0,158.46,4411,44,159.44
2023-01-03 13:18:00-05:00,TREND,157.86,157.86,154.88,156.25,4655,27,156.33
2023-01-03 13:19:00-05:00,TREND,156.4,159.29,156.4,158.43,4406,26,158.04
2023-01-03 13:20:00-05:00,TREND,158.64,158.64,154.18,156.18,3468,27,156.34
2023-01-03 13:21:00-05:00,TREND,156.25,160.07,153.73,156.9,6134,63,156.9
2023-01-03 13:22:00-05:00,TREND,156.86,158.58,155.61,157.09,3271,33,157.09
2023-01-03 13:23:00-05:00,TREND,157.23,157.23,154.25,155.1,687,4,155.53
2023-01-03 13:24:00-05:00,TREND,155.75,162.43,155.75,161.94,3371,23,160.04
2023-01-03 13:25:00-05:00,TREND,161.88,166.94,161.16,164.05,3948,34,164.05
2023-01-03 13:26:00-05:00,TREND,164.16,164.16,155.61,157.59,3700,72,159.12
2023-01-03 13:27:00-05:00,TREND,158.19,158.32,158.12,158.22,1992,36,158.22
2023-01-03 13:28:00-05:00,TREND,158.14,158.14,154.67,156.18,4611,63,156.33
2023-01-03 13:29:00-05:00,TREND,156.53,159.0,156.53,158.91,1315,18,158.15
2023-01-03 13:30:00-05:00,TREND,159.18,159.18,154.55,156.46,3689,20,156.73
2023-01-03 13:31:00-05:00,TREND,156.3,158.02,154.25,156.14,2433,21,156.14
2023-01-03 13:32:00-05:00,TREND,155.86,160.51,155.02,157.77,1543,27,157.77
2023-01-03 13:33:00-05:00,TREND,158.01,162.02,158.01,160.57,3632,35,160.19
2023-01-03 13:34:00-05:00,TREND,160.45,160.45,156.6,156.81,2837,24,157.95
2023-01-03 13:35:00-05:00,TREND,156.86,159.57,152.04,155.81,1406,7,155.81
2023-01-03 13:36:00-05:00,TREND,155.27,155.92,152.82,154.37,1139,7,154.37
2023-01-03 13:37:00-05:00,TREND,154.14,154.14,151.31,152.41,4196,43,152.62
2023-01-03 13:38:00-05:00,TREND,152.49,160.17,152.49,157.94,3039,18,156.86
2023-01-03 13:39:00-05:00,TREND,157.59,160.82,157.59,159.26,2786,36,159.23
2023-01-03 13:40:00-05:00,TREND,159.62,159.62,151.94,155.34,2200,11,155.63
2023-01-03 13:41:00-05:00,TREND,154.56,161.33,154.56,158.26,3229,20,158.05
2023-01-03 13:42:00-05:00,TREND,158.53,165.17,158.53,165.17,1260,24,162.96
2023-01-03 13:43:00-05:00,TREND,165.61,172.38,164.95,168.67,1386,9,168.67
2023-01-03 13:44:00-05:00,TREND,168.58,168.58,161.53,163.66,4719,24,164.59
2023-01-03 13:45:00-05:00,TREND,163.71,163.71,160.95,162.13,3894,59,162.26
2023-01-03 13:46:00-05:00,TREND,162.33,168.65,162.33,166.33,4584,24,165.77
2023-01-03 13:47:00-05:00,TREND,166.03,166.03,163.53,164.04,1505,15,164.54
2023-01-03 13:48:00-05:00,TREND,164.11,167.27,163.84,165.55,2204,25,165.55
2023-01-03 13:49:00-05:00,TREND,166.54,168.47,166.54,168.19,1524,8,167.73
2023-01-03 13:50:00-05:00,TREND,168.36,168.85,161.43,165.14,1121,6,165.14
2023-01-03 13:51:00-05:00,TREND,164.87,166.52,163.46,164.99,3777,28,164.99
2023-01-03 13:52:00-05:00,TREND,165.12,165.12,152.59,154.68,927,5,157.46
2023-01-03 13:53:00-05:00,TREND,154.66,154.66,150.6,151.59,3173,52,152.29
2023-01-03 13:54:00-05:00,TREND,151.52,151.71,150.01,150.86,3755,62,150.86
2023-01-03 13:55:00-05:00,TREND,150.69,150.69,145.04,147.18,3851,25,147.63
2023-01-03 13:56:00-05:00,TREND,147.65,153.4,147.65,152.11,3705,46,151.05
2023-01-03 13:57:00-05:00,TREND,152.25,152.25,146.79,147.87,5588,55,148.97
2023-01-03 13:58:00-05:00,TREND,147.85,147.85,145.9,146.61,1662,15,146.78
2023-01-03 13:59:00-05:00,TREND,146.65,147.85,146.22,147.03,1431,10,147.03
2023-01-03 14:00:00-05:00,TREND,146.45,153.63,146.45,151.37,3231,25,150.49
2023-01-03 14:01:00-05:00,TREND,151.47,151.47,146.43,147.13,3813,26,148.34
2023-01-03 14:02:00-05:00,TREND,147.4,151.99,147.4,150.63,2167,26,150.01
2023-01-03 14:03:00-05:00,TREND,150.98,151.44,149.96,150.71,3088,49,150.71
2023-01-03 14:04:00-05:00,TREND,150.97,150.97,145.99,147.82,3817,22,148.26
2023-01-03 14:05:00-05:00,TREND,148.13,149.58,148.13,149.23,2188,22,148.98
2023-01-03 14:06:00-05:00,TREND,149.92,151.91,147.82,149.87,3693,33,149.87
2023-01-03 14:07:00-05:00,TREND,150.2,150.2,146.83,148.12,6351,62,148.38
2023-01-03 14:08:00-05:00,TREND,148.4,149.75,147.0,148.37,2390,14,148.37
2023-01-03 14:09:00-05:00,TREND,148.47,148.98,145.57,147.27,2885,17,147.27
2023-01-03 14:10:00-05:00,TREND,147.73,147.92,147.37,147.65,4476,64,147.65
2023-01-03 14:11:00-05:00,TREND,147.78,149.82,147.78,149.66,2174,15,149.08
2023-01-03 14:12:00-05:00,TREND,149.98,156.26,149.98,154.52,1689,13,153.59
2023-01-03 14:13:00-05:00,TREND,154.15,154.15,150.28,150.79,1704,30,151.73
2023-01-03 14:14:00-05:00,TREND,150.82,158.76,150.82,157.4,4601,41,155.66
2023-01-03 14:15:00-05:00,TREND,157.91,157.91,150.33,151.42,5829,43,153.22
2023-01-03 14:16:00-05:00,TREND,151.19,153.35,148.65,151.0,5902,47,151.0
2023-01-03 14:17:00-05:00,TREND,150.84,153.12,150.84,152.83,2063,21,152.26
2023-01-03 14:18:00-05:00,TREND,152.57,153.94,152.57,153.74,4814,37,153.41
2023-01-03 14:19:00-05:00,TREND,154.49,154.49,150.42,151.88,2941,17,152.26
2023-01-03 14:20:00-05:00,TREND,152.28,154.26,148.31,151.28,2073,12,151.28
2023-01-03 14:21:00-05:00,TREND,151.11,152.57,147.11,149.84,3741,20,149.84
2023-01-03 14:22:00-05:00,TREND,150.1,150.1,147.9,148.12,2837,30,148.71
2023-01-03 14:23:00-05:00,TREND,148.27,151.76,148.27,150.71,2267,11,150.25
2023-01-03 14:24:00-05:00,TREND,150.63,152.74,150.63,151.83,6327,58,151.73
2023-01-03 14:25:00-05:00,TREND,151.42,151.42,149.37,149.78,1854,12,150.19
2023-01-03 14:26:00-05:00,TREND,149.5,153.77,149.5,152.54,2878,24,151.93
2023-01-03 14:27:00-05:00,TREND,152.48,157.11,149.94,153.52,1064,12,153.52
2023-01-03 14:28:00-05:00,TREND,153.41,158.82,153.34,156.08,2131,11,156.08
2023-01-03 14:29:00-05:00,TREND,156.37,159.68,156.37,158.1,968,5,158.05
2023-01-03 14:30:00-05:00,TREND,158.32,158.32,155.43,155.54,3403,19,156.44
2023-01-03 14:31:00-05:00,TREND,155.88,155.88,151.89,153.85,3858,29,153.87
2023-01-03 14:32:00-05:00,TREND,154.31,156.44,154.31,156.22,2890,45,155.65
